,complaint_id,date_received,district_occurrence,general_cap_classification,summary,date_of_complaint,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,num_complaint_rows,complaint_key,sustained_investigative_finding,guilty_disciplinary_finding,training_counseling_or_guilty_disciplinary_finding,complainant_sex,complainant_race,complainant_age
102,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",2014-05-08,81329137.0,white,male,3500 35TH DISTRICT,Departmental Violation,1,"15-0028,81329137.0,Departmental Violation",False,False,False,female,,
102,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",2014-05-08,81329137.0,white,male,3500 35TH DISTRICT,Departmental Violation,1,"15-0028,81329137.0,Departmental Violation",False,False,False,male,black,20.0
103,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",2014-05-08,72956010.0,white,male,3500 35TH DISTRICT,Physical Abuse,1,"15-0028,72956010.0,Physical Abuse",False,False,False,female,,
103,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",2014-05-08,72956010.0,white,male,3500 35TH DISTRICT,Physical Abuse,1,"15-0028,72956010.0,Physical Abuse",False,False,False,male,black,20.0
104,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",2014-05-08,72956010.0,white,male,3500 35TH DISTRICT,Departmental Violation,1,"15-0028,72956010.0,Departmental Violation",False,False,False,female,,
104,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",2014-05-08,72956010.0,white,male,3500 35TH DISTRICT,Departmental Violation,1,"15-0028,72956010.0,Departmental Violation",False,False,False,male,black,20.0
105,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,77529413.0,white,female,0300 03RD DISTRICT,Physical Abuse,1,"15-0029,77529413.0,Physical Abuse",False,False,False,male,white,39.0
106,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,16010782.0,black,female,0300 03RD DISTRICT,Departmental Violation,1,"15-0029,16010782.0,Departmental Violation",False,False,False,male,white,39.0
107,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,16010782.0,black,female,0300 03RD DISTRICT,Physical Abuse,1,"15-0029,16010782.0,Physical Abuse",False,False,False,male,white,39.0
108,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,17548868.0,black,male,0300 03RD DISTRICT,Departmental Violation,1,"15-0029,17548868.0,Departmental Violation",False,False,False,male,white,39.0
109,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,17548868.0,black,male,0300 03RD DISTRICT,Physical Abuse,1,"15-0029,17548868.0,Physical Abuse",False,False,False,male,white,39.0
110,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,14814302.0,black,female,0300 03RD DISTRICT,Departmental Violation,1,"15-0029,14814302.0,Departmental Violation",False,False,False,male,white,39.0
111,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,14814302.0,black,female,0300 03RD DISTRICT,Physical Abuse,1,"15-0029,14814302.0,Physical Abuse",False,False,False,male,white,39.0
112,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,35942727.0,asian,male,0300 03RD DISTRICT,Departmental Violation,1,"15-0029,35942727.0,Departmental Violation",False,False,False,male,white,39.0
113,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,35942727.0,asian,male,0300 03RD DISTRICT,Physical Abuse,1,"15-0029,35942727.0,Physical Abuse",False,False,False,male,white,39.0
114,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",2015-01-18,77529413.0,white,female,0300 03RD DISTRICT,Departmental Violation,1,"15-0029,77529413.0,Departmental Violation",False,False,False,male,white,39.0
115,15-0030,2015-01-26,1500, PHYSICAL ABUSE,"According to the complainant, on 1-21-15 at 3:00pm, they were physically abused by unknown 15th District officers.",2015-01-21,68427583.0,white,male,1500 15TH DISTRICT,Physical Abuse,1,"15-0030,68427583.0,Physical Abuse",False,False,False,male,black,23.0
116,15-0031,2015-02-02,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-23-15 at 11:03pm, they were improperly searched by 14th District officers.",2015-01-23,47524892.0,white,male,1400 14TH DISTRICT,Departmental Violation,1,"15-0031,47524892.0,Departmental Violation",False,False,False,male,black,31.0
117,15-0031,2015-02-02,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-23-15 at 11:03pm, they were improperly searched by 14th District officers.",2015-01-23,15649263.0,white,male,1400 14TH DISTRICT,Departmental Violation,1,"15-0031,15649263.0,Departmental Violation",False,False,False,male,black,31.0
118,15-0032,2015-01-27,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 1-14-15 at 5:30pm, they went to the 22nd District to report a sexual assault and were treated unprofessionally.",2015-01-14,77538682.0,black,female,2200 22ND DISTRICT,Unprofessional Conduct,1,"15-0032,77538682.0,Unprofessional Conduct",False,False,False,female,,
120,15-0033,2015-01-29,3500, PHYSICAL ABUSE,"According to the complainant, on 1-23-15 at 3:30am, their fiancé was physically abused by a 35th District officer.",2015-01-23,92204229.0,black,male,3500 35TH DISTRICT,Physical Abuse,1,"15-0033,92204229.0,Physical Abuse",False,False,False,male,black,22.0
121,15-0033,2015-01-29,3500, PHYSICAL ABUSE,"According to the complainant, on 1-23-15 at 3:30am, their fiancé was physically abused by a 35th District officer.",2015-01-23,15192129.0,black,male,3500 35TH DISTRICT,Physical Abuse,1,"15-0033,15192129.0,Physical Abuse",False,False,False,male,black,22.0
122,15-0034,2015-01-29,200, LACK OF SERVICE,"According to the complainant, on 1-22-15 at approximately 2:30am, they did not provide proper police services from a 2nd District officer.",2015-01-22,57045747.0,asian,male,0200 02ND DISTRICT,Lack of Service,1,"15-0034,57045747.0,Lack of Service",False,False,False,female,black,28.0
123,15-0071,2015-02-23,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-23-14, an officer, assigned to the 7th District, did not follow proper procedure.",2014-12-23,52847597.0,white,male,0700 07TH DISTRICT,Departmental Violation,1,"15-0071,52847597.0,Departmental Violation",True,False,True,female,white,53.0
124,15-0035,2015-01-29,1200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-16-15 at 2:00pm, an officer assigned to the Narcotics Field Unit, improperly searched and damaged their property. This incident occurred in the confines of the 12th District.",2015-01-16,89635316.0,white,male,7403 NARC FIELD UNIT NOR,Departmental Violation,1,"15-0035,89635316.0,Departmental Violation",False,False,False,female,black,44.0
125,15-0036,2015-01-29,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-31-14 at 11:00am, an officer assigned to the 39th District did not follow proper police procedure.",2014-12-31,60780755.0,black,male,3900 39TH DISTRICT,Departmental Violation,2,"15-0036,60780755.0,Departmental Violation",True,False,True,female,,62.0
127,15-0037,2015-01-30,3500, LACK OF SERVICE,"According to the complainants, on 12-26-14 at 6:00pm, unknown 35th District officers and supervisor did not follow proper police procedures.",2014-12-26,45954362.0,white,male,3500 35TH DISTRICT,Lack of Service,1,"15-0037,45954362.0,Lack of Service",False,False,False,female,,
127,15-0037,2015-01-30,3500, LACK OF SERVICE,"According to the complainants, on 12-26-14 at 6:00pm, unknown 35th District officers and supervisor did not follow proper police procedures.",2014-12-26,45954362.0,white,male,3500 35TH DISTRICT,Lack of Service,1,"15-0037,45954362.0,Lack of Service",False,False,False,female,,
128,15-0037,2015-01-30,3500, LACK OF SERVICE,"According to the complainants, on 12-26-14 at 6:00pm, unknown 35th District officers and supervisor did not follow proper police procedures.",2014-12-26,83142396.0,white,male,3500 35TH DISTRICT,Lack of Service,1,"15-0037,83142396.0,Lack of Service",False,False,False,female,,
128,15-0037,2015-01-30,3500, LACK OF SERVICE,"According to the complainants, on 12-26-14 at 6:00pm, unknown 35th District officers and supervisor did not follow proper police procedures.",2014-12-26,83142396.0,white,male,3500 35TH DISTRICT,Lack of Service,1,"15-0037,83142396.0,Lack of Service",False,False,False,female,,
129,15-0037,2015-01-30,3500, LACK OF SERVICE,"According to the complainants, on 12-26-14 at 6:00pm, unknown 35th District officers and supervisor did not follow proper police procedures.",2014-12-26,74429895.0,asian,male,3500 35TH DISTRICT,Lack of Service,1,"15-0037,74429895.0,Lack of Service",False,False,False,female,,
129,15-0037,2015-01-30,3500, LACK OF SERVICE,"According to the complainants, on 12-26-14 at 6:00pm, unknown 35th District officers and supervisor did not follow proper police procedures.",2014-12-26,74429895.0,asian,male,3500 35TH DISTRICT,Lack of Service,1,"15-0037,74429895.0,Lack of Service",False,False,False,female,,
130,15-0038,2015-02-05,700, LACK OF SERVICE,"According to the complainant, on 1-24-15 at 10:30pm, that they did not receive proper service from Police Radio. This incident occurred in the 7th District.",2015-01-24,29614602.0,black,female,4923 RADIO ROOM,Lack of Service,1,"15-0038,29614602.0,Lack of Service",False,False,False,male,white,31.0
131,15-0038,2015-02-05,700, LACK OF SERVICE,"According to the complainant, on 1-24-15 at 10:30pm, that they did not receive proper service from Police Radio. This incident occurred in the 7th District.",2015-01-24,81469385.0,black,female,4925 RADIO ROOM,Lack of Service,1,"15-0038,81469385.0,Lack of Service",False,False,False,male,white,31.0
132,15-0039,2015-01-30,3900, PHYSICAL ABUSE,"According to the complainant, on 1-27-15 at 7:45pm, they were physically abused by two unknown 39th District plainclothes officers.",2015-01-27,95757448.0,black,male,3900 39TH DISTRICT,Physical Abuse,1,"15-0039,95757448.0,Physical Abuse",False,False,False,male,black,26.0
133,15-0039,2015-01-30,3900, PHYSICAL ABUSE,"According to the complainant, on 1-27-15 at 7:45pm, they were physically abused by two unknown 39th District plainclothes officers.",2015-01-27,13420068.0,white,male,3900 39TH DISTRICT,Departmental Violation,1,"15-0039,13420068.0,Departmental Violation",False,False,False,male,black,26.0
134,15-0040,2015-02-02,3900, LACK OF SERVICE,"According to the complainant, on 12-6-14 at 7:00pm, they did not receive proper service from an officer assigned to Traffic Division. This incident occurred in the confines of the 39th District.",2014-12-06,74967195.0,black,male,5200 TRAFFIC DISTRICT,Lack of Service,1,"15-0040,74967195.0,Lack of Service",False,False,False,male,black,64.0
135,15-0041,2015-02-02,1400, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 1-22-15 at 6:59pm, they were racially profiled by a sergeant and several unknown 14th District officers.",2015-01-22,61650392.0,black,male,1400 14TH DISTRICT,Civil Rights Complaint,1,"15-0041,61650392.0,Civil Rights Complaint",False,False,False,male,black,25.0
136,15-0041,2015-02-02,1400, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 1-22-15 at 6:59pm, they were racially profiled by a sergeant and several unknown 14th District officers.",2015-01-22,12471124.0,white,male,1400 14TH DISTRICT,Civil Rights Complaint,1,"15-0041,12471124.0,Civil Rights Complaint",False,False,False,male,black,25.0
137,15-0041,2015-02-02,1400, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 1-22-15 at 6:59pm, they were racially profiled by a sergeant and several unknown 14th District officers.",2015-01-22,61650392.0,black,male,1400 14TH DISTRICT,Unprofessional Conduct,1,"15-0041,61650392.0,Unprofessional Conduct",False,False,False,male,black,25.0
138,15-0041,2015-02-02,1400, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 1-22-15 at 6:59pm, they were racially profiled by a sergeant and several unknown 14th District officers.",2015-01-22,12471124.0,white,male,1400 14TH DISTRICT,Unprofessional Conduct,1,"15-0041,12471124.0,Unprofessional Conduct",False,False,False,male,black,25.0
139,15-0041,2015-02-02,1400, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 1-22-15 at 6:59pm, they were racially profiled by a sergeant and several unknown 14th District officers.",2015-01-22,91161043.0,white,male,1400 14TH DISTRICT,Unprofessional Conduct,1,"15-0041,91161043.0,Unprofessional Conduct",False,False,False,male,black,25.0
140,15-0041,2015-02-02,1400, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 1-22-15 at 6:59pm, they were racially profiled by a sergeant and several unknown 14th District officers.",2015-01-22,91161043.0,white,male,1400 14TH DISTRICT,Civil Rights Complaint,1,"15-0041,91161043.0,Civil Rights Complaint",False,False,False,male,black,25.0
