,complaint_id,date_received,district_occurrence,general_cap_classification,summary,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
96,15-0022,2015-01-22,3500, DEPARTMENTAL VIOLATIONS,"According to the complainants, on 1-8-15 at 6:30pm, officers from the 35th District did not follow proper police procedure.",male,,25.0,43667661.0,latino,male,3500 35th District,Departmental Violation,No Sustained Findings,Not Applicable
97,15-0022,2015-01-22,3500, DEPARTMENTAL VIOLATIONS,"According to the complainants, on 1-8-15 at 6:30pm, officers from the 35th District did not follow proper police procedure.",male,,25.0,35389978.0,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,No Guilty Findings
98,15-0022,2015-01-22,3500, DEPARTMENTAL VIOLATIONS,"According to the complainants, on 1-8-15 at 6:30pm, officers from the 35th District did not follow proper police procedure.",male,,25.0,35389978.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
99,15-0022,2015-01-22,3500, DEPARTMENTAL VIOLATIONS,"According to the complainants, on 1-8-15 at 6:30pm, officers from the 35th District did not follow proper police procedure.",male,,25.0,35389978.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
100,15-0023,2015-01-21,3900, PHYSICAL ABUSE,"According to the complainant, on 1-17-15 at 7:30pm, they were threatened and verbally abused by an officer assigned to Highway Patrol. This incident occurred in the confines of the 39th District.",male,black,50.0,12140848.0,latino,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
101,15-0023,2015-01-21,3900, PHYSICAL ABUSE,"According to the complainant, on 1-17-15 at 7:30pm, they were threatened and verbally abused by an officer assigned to Highway Patrol. This incident occurred in the confines of the 39th District.",male,black,50.0,12140848.0,latino,male,5300 HIGHWAY PATROL,Criminal Allegation,No Sustained Findings,Not Applicable
102,15-0024,2015-01-23,2200, PHYSICAL ABUSE,"According to the complainant, on 6-25-14 at 6:30pm, they were physically abused and falsely arrested by a sergeant and officer from the 25th District.",male,black,49.0,76921388.0,black,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
103,15-0024,2015-01-23,2200, PHYSICAL ABUSE,"According to the complainant, on 6-25-14 at 6:30pm, they were physically abused and falsely arrested by a sergeant and officer from the 25th District.",male,black,49.0,36368791.0,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
104,15-0024,2015-01-23,2200, PHYSICAL ABUSE,"According to the complainant, on 6-25-14 at 6:30pm, they were physically abused and falsely arrested by a sergeant and officer from the 25th District.",male,black,49.0,36368791.0,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
105,15-0024,2015-01-23,2200, PHYSICAL ABUSE,"According to the complainant, on 6-25-14 at 6:30pm, they were physically abused and falsely arrested by a sergeant and officer from the 25th District.",male,black,49.0,76921388.0,black,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
106,15-0024,2015-01-23,2200, PHYSICAL ABUSE,"According to the complainant, on 6-25-14 at 6:30pm, they were physically abused and falsely arrested by a sergeant and officer from the 25th District.",male,black,49.0,76921388.0,black,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
107,15-0024,2015-01-23,2200, PHYSICAL ABUSE,"According to the complainant, on 6-25-14 at 6:30pm, they were physically abused and falsely arrested by a sergeant and officer from the 25th District.",male,black,49.0,76921388.0,black,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
108,15-0025,2015-01-23,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-27-14 at 8:00pm, they were are missing money and property after their arrest by 35th District officers.",male,black,33.0,69856492.0,white,male,3500 35TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
109,15-0025,2015-01-23,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-27-14 at 8:00pm, they were are missing money and property after their arrest by 35th District officers.",male,black,33.0,41700937.0,white,male,3500 35TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
110,15-0026,2015-01-23,2500, PHYSICAL ABUSE,"According to the complainant, on 8-15-13 at 8:00pm, they were physically abused and falsely arrested by an officer and sergeant assigned to Narcotics Strike Force. This incident occurred in the confines of the 25th District.",male,black,49.0,81924287.0,latino,male,7402 NARCOTICS STRIKE FO,Departmental Violation,No Sustained Findings,Not Applicable
111,15-0026,2015-01-23,2500, PHYSICAL ABUSE,"According to the complainant, on 8-15-13 at 8:00pm, they were physically abused and falsely arrested by an officer and sergeant assigned to Narcotics Strike Force. This incident occurred in the confines of the 25th District.",male,black,49.0,81924287.0,latino,male,7402 NARCOTICS STRIKE FO,Physical Abuse,No Sustained Findings,Not Applicable
112,15-0026,2015-01-23,2500, PHYSICAL ABUSE,"According to the complainant, on 8-15-13 at 8:00pm, they were physically abused and falsely arrested by an officer and sergeant assigned to Narcotics Strike Force. This incident occurred in the confines of the 25th District.",male,black,49.0,81924287.0,latino,male,7402 NARCOTICS STRIKE FO,Physical Abuse,No Sustained Findings,Not Applicable
113,15-0026,2015-01-23,2500, PHYSICAL ABUSE,"According to the complainant, on 8-15-13 at 8:00pm, they were physically abused and falsely arrested by an officer and sergeant assigned to Narcotics Strike Force. This incident occurred in the confines of the 25th District.",male,black,49.0,38055536.0,white,female,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
114,15-0026,2015-01-23,2500, PHYSICAL ABUSE,"According to the complainant, on 8-15-13 at 8:00pm, they were physically abused and falsely arrested by an officer and sergeant assigned to Narcotics Strike Force. This incident occurred in the confines of the 25th District.",male,black,49.0,86817666.0,white,female,7400 NARCOTICS INTEL / I,Departmental Violation,No Sustained Findings,Not Applicable
115,15-0027,2015-01-26,900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-10-14 at 10:06am, they were falsely arrested by unidentified 9th District officers who mishandled their personal property.",male,black,50.0,77363588.0,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
116,15-0027,2015-01-26,900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-10-14 at 10:06am, they were falsely arrested by unidentified 9th District officers who mishandled their personal property.",male,black,50.0,77363588.0,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
117,15-0027,2015-01-26,900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-10-14 at 10:06am, they were falsely arrested by unidentified 9th District officers who mishandled their personal property.",male,black,50.0,88349229.0,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
118,15-0027,2015-01-26,900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-10-14 at 10:06am, they were falsely arrested by unidentified 9th District officers who mishandled their personal property.",male,black,50.0,88349229.0,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
119,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",female,,,81329137.0,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
120,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",female,,,81329137.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
121,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",female,,,72956010.0,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
122,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",female,,,72956010.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
123,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",male,black,20.0,81329137.0,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
124,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",male,black,20.0,81329137.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
125,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",male,black,20.0,72956010.0,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
126,15-0028,2015-01-26,2500, PHYSICAL ABUSE,"According to the complainant, on 5-8-14 at 12:30pm, while at their residence, a minor was physically abused and arrested by 35th District officers.",male,black,20.0,72956010.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
127,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,77529413.0,white,female,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
128,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,16010782.0,black,female,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
129,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,16010782.0,black,female,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
130,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,17548868.0,black,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
131,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,17548868.0,black,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
132,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,14814302.0,black,female,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
133,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,14814302.0,black,female,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
134,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,35942727.0,asian,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
135,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,35942727.0,asian,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
136,15-0029,2015-01-26,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-18-15 at approximately 12:30am, while at their residence, an unknown 3rd District officers did not follow proper police procedure.",male,white,39.0,77529413.0,white,female,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
137,15-0030,2015-01-26,1500, PHYSICAL ABUSE,"According to the complainant, on 1-21-15 at 3:00pm, they were physically abused by unknown 15th District officers.",male,black,23.0,68427583.0,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
138,15-0031,2015-02-02,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-23-15 at 11:03pm, they were improperly searched by 14th District officers.",male,black,31.0,47524892.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
